source,town,actual_damage,EF_scale,tornado_EF_unc,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,complete_address,building_name_listing,building_name_current,archetype,archetype_unc,located_in_historic_district,occupany_u,shared_wall,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,construction_type_u_unc,mwfrs_u_wall,mwfrs_u_wall_unc,mwfrs_u_roof,mwfrs_u_roof_unc,mwfrs_u_moment_frame,mwfrs_u_moment_frame_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_u,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate,wall_substrate_u_unc,wall_cladding_u,wall_cladding_u_unc,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,roof_system_u_unc,r2wall_attachment_u,r2wall_attachment_u_unc,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_u,roof_cover_u_unc,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,hazards_present_u,status_u,wind_damage_rating_u,damage_indicator_u,degree_of_damage_u,wind_damage_details_u,roof_structure_damage_u,roof_structure_damage_u_per,roof_substrate_damage_u,roof_substrate_damage_per,foundation_failure_u,foundation_failure_per_u,wall_structure_damage_per_front,wall_structure_damage_per_back,wall_structure_damage_per_left,wall_structure_damage_per_right,wall_structure_damage_u,wall_structure_damage_n,wall_structure_damage_s,wall_structure_damage_e,wall_structure_damage_w,wall_substrate_damage_per_front,wall_substrate_damage_per_back,wall_substrate_damage_per_right,wall_substrate_damage_per_left,wall_substrate_damage_n,wall_substrate_damage_s,wall_substrate_damage_e,wall_substrate_damage_w,wall_substrate_damage_u,wall_cladding_damage_per_front,wall_cladding_damage_per_back,wall_cladding_damage_per_right,wall_cladding_damage_per_left,wall_cladding_damage_n,wall_cladding_damage_s,wall_cladding_damage_e,wall_cladding_damage_w,damaged_fenesteration_per_front,damaged_fenesteration_per_back,damaged_fenesteration_per_right,damaged_fenesteration_per_left,wall_fenestration_damage_per_n,wall_fenestration_damage_per_s,wall_fenestration_damage_per_e,wall_fenestration_damage_per_w,soffit_damage_per_u,fascia_damage_per_u,piles_damage_u,foundation_damage_cause_u,foundation_damage_u,foundation_damage_u_per,risk_category_16,building_low_rise,national_register_listing_year,existed_during_tornado,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,single_unit,multiple_unit,world_heritage_property,hague_convention,sub_national_heritage _list,iucn_protected_area,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,prop_agricultural ,prop_cave,prop_culture _entertainment_facility,prop_forest,prop_industrial_facility,prop_lake,prop_military,prop_nature,prop_religious,prop_rock formation,prop_sports_facility,prop_unilities_facility,prop_archaeological,prop_commemorative structure or landmark,prop_ecosystem,prop_habitat,prop_infrastructure,prop_law / government facility,prop_mine,prop_park / garden,prop_residential facility,prop_scenic area,prop_transportation facility,prop_volcano,prop_battlefield,prop_commercial / exchange facility,prop_educational facility,prop_health / welfare facility,prop_island(s),prop_marine zone,prop_mountain,prop_parking / storage facility,prop_river catchment system,prop_sea,prop_underground facility,prop_zoological park,prop_val_evidential,prop_val_historical,prop_val_aesthetic,prop_val_communal,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,buidling_existed_5_yrs_before_tornado,buidling_existed_3_yrs_before_tornado,buidling_existed_1_yrs_before_tornado,building_existed_during_tornado,building_in_use_during_tornado,building_use_during_tornado,building_demolished_1_yrs_after_tornado,building_demolished_3_yrs_after_tornado,building_demolished_5_yrs_after_tornado,incore_RPS,perfect_RPS,RPSS_vs_perfect,building_count
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17839237,-86.7460137,1309 Forrest Ave Nashville TN 37206 US,,,t19,2,no,residential,no,2.5,1903,633,isolated,recessed,7.6,1.5,s,27.0,19.8,0.2,hip,30.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,masonry_un,3,un,1,masonry,3,vinyl,3,wood,yes,35,50.0,45.0,35.0,50.0,35.0,45.0,35.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,,dimensional_lumber,1,asphalt,3,0.3,0,un,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,some,limited,considerable,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no ,no,no,0.5280111374408427,0.02854705882352941,-17.49616595197677,34.0
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.1772251,-86.74355802,1503 Woodland St Nashville TN 37206 US,,,t6,2,no,residential,no,1.0,1899,210,isolated,recessed,5.4,0.7,s,18.1,12.4,0.2,hip,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,masonry,3,none,3,wood,yes,35,30.0,,30.0,30.0,35.0,,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,,dimensional_lumber,1,asphalt,3,0.15,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,no value,no value,no value,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,0.5644573591335998,0.1103515625,-4.115082617281471,24.0
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17710698,-86.74161189,1603 Woodland St Nashville TN 37206 US,Urban Cowboy Nashville,,t19,2,no,business,no,2.0,1898,263,isolated,recessed,6.2,1.2,s,13.8,14.1,0.2,hip,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,"stone, masonry_un",3,un,1,masonry,3,none,3,wood,yes,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,,dimensional_lumber,1,asphalt,3,0.45,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,3,yes,,yes,business,business,business,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,0,no,no,no,no,considerable,some,considerable,considerable,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,no ,no,no,0.5280111374408427,0.02854705882352941,-17.49616595197677,34.0
visual historic masonry,Nashville,2,2,3,36.1717,36.1525,-86.9526,-85.8904,36.175703,-86.741831,1601 Holly St Nashville TN 37206 US,The Church at Lockeland Springs,,t14,2,no,religious,no,3.0,1903,1370,isolated,recessed,12.0,0.1,s,40.59,55.37,0.3,complex,30.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,1,masonry_block_unreinforced,masonry_un,3,un,1,masonry,3,stone,3,wood,yes,30,40.0,35.0,35.0,40.0,30.0,35.0,35.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,steel_un,3,un,,dimensional_lumber,1,asphalt,3,0.3,un,2020,yes,building_addition,3,wind,moderate,4,4,4,Moderate: Between 15% and 50% roof cover or wall cladding damage OR <5% roof substrate failure,0,0,5,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,15.0,15.0,20.0,50.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,3,yes,,yes,religious,religious,religious,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limited,no value,some,considerable,no,no,no,no,yes,no,yes,yes,yes,yes,yes,religious,no,no,no,1.0684463000000002,0.0,-inf,1.0
visual historic masonry,Nashville,1,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17668521,-86.74210928,1520 Woodland St Nashville TN 37206 US,Lockeland Table,Lockeland Table,t6,3,no,business,no,1.0,1930,303,isolated,right_on_street,4.9,0.1,n,25.0,12.8,0.2,flat,0.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,un,1,un,1,masonry,3,vinyl,3,vinyl,no,60,10.0,10.0,10.0,60.0,10.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,3,un,,dimensional_lumber,3,un,1,0.0,0.3,un,yes,building_addition,3,wind,minor,1,2,2,"Minor: No more than 1 broken window, door or garage door. Less than 15% roof cover or wall cladding damage.",0,0,1,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,0,no,no,no,no,considerable,some,considerable,considerable,no,no,no,no,no,yes,yes,yes,yes,yes,yes,business,no,no,no,0.5644573591335998,0.1103515625,-4.115082617281471,24.0
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17622593,-86.74232172,102 S 16th St Nashville TN 37206 US,,,t19,2,no,residential,no,2.0,1935,175,isolated,recessed,5.2,0.5,e,12.2,13.8,0.2,dormer-gambrel_combo,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,1,masonry_block_unreinforced,stone,3,un,1,masonry,3,stone,3,wood,yes,50,,,40.0,,40.0,50.0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,,dimensional_lumber,1,asphalt,3,0.3,0,,no,not_applicable,3,wind,undamaged,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limited,no value,some,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,0.5280111374408427,0.02854705882352941,-17.49616595197677,34.0
visual historic masonry,Nashville,0,1,3,36.1717,36.1525,-86.9526,-85.8904,36.17609632,-86.7424028,104 S 16th St Nashville TN 37206 US,,,t19,2,no,residential,no,2.0,1935,232,isolated,recessed,5.7,0.5,e,23.5,11.5,0.2,gable,45.0,masonry_un,2,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,2,double_leaf,1,masonry_block_unreinforced,stone,3,un,1,masonry,3,board-batten,3,wood,yes,30,,,40.0,,40.0,30.0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,,dimensional_lumber,1,asphalt,3,0.15,0,un,yes,building_addition,3,wind,undamaged,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limited,no value,some,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,1.1717244603906773,0.32999999999999996,-2.550680183002053,20.0
visual historic masonry,Nashville,2,1,3,36.1717,36.1525,-86.9526,-85.8904,36.175798,-86.743088,1511 Holly St Nashville TN 37206 US,,,t6,2,no,residential,no,1.0,1935,125,isolated,recessed,4.9,0.8,s,11.5,9.6,0.2,gable,30.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,"stone, masonry_un",3,un,1,brick,3,vinyl,3,wood,yes,35,,20.0,20.0,,35.0,20.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,,dimensional_lumber,1,asphalt,3,0.2,0,,yes,facade_restoration,3,wind,moderate,2,2,3,Severe: >50% roof cover / wall cladding damage OR 20-50% windows/doors damaged OR  5-25% roof sheathing loss OR <15% roof structure damage. ,1,15,1,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,25.0,25.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limited,limited,some,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,1.3754398963677317,0.4230354183095715,-2.2513587204209076,14.0
visual historic masonry,Nashville,0,1,3,36.1717,36.1525,-86.9526,-85.8904,36.17585625,-86.74382083,1503 Holly St Nashville TN 37206 US,,,t6,2,no,residential,no,1.0,1935,125,isolated,recessed,4.5,0.5,s,10.9,11.1,0.2,gable,30.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,"stone, masonry_un",3,un,1,brick,3,brick,3,wood,yes,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,,dimensional_lumber,1,asphalt,3,0.15,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limted,limited,limited,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,1.3754398963677317,0.4230354183095715,-2.2513587204209076,14.0
visual historic masonry,Nashville,2,1,3,36.1717,36.1525,-86.9526,-85.8904,36.17581232,-86.7434776,1507 Holly St Nashville TN 37206 US,,,t19,2,no,residential,no,2.0,1935,132,isolated,recessed,5.2,0.8,s,10.8,10.7,0.2,gable,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,brick,3,vinyl,3,vinyl,yes,45,70.0,30.0,30.0,70.0,45.0,30.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,,dimensional_lumber,1,asphalt,3,0.2,0,,no,not_applicable,3,wind,moderate,2,2,4,Severe: >50% roof cover / wall cladding damage OR 20-50% windows/doors damaged OR  5-25% roof sheathing loss OR <15% roof structure damage. ,1,15,1,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,25.0,25.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limted,limited,limited,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,1.1717244603906773,0.32999999999999996,-2.550680183002053,20.0
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.176911,-86.746014,1312 Woodland St Nashville TN 37206 US,,Huff Appliance Services,t19,2,no,residential/business,no,3.0,1920,310,isolated,recessed,8.7,1.2,n,21.5,11.5,0.2,gable,,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,brick,3,"cmu,vinyl",3,wood,yes,25,5.0,30.0,35.0,25.0,5.0,35.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,,dimensional_lumber,1,asphalt,3,0.15,0,UN,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,0,no,no,no,no,limted,limited,limited,limited,no,no,no,no,no,yes,yes,yes,yes,yes,yes,residential/business,no,no,no,0.5280111374408427,0.02854705882352941,-17.49616595197677,34.0
visual historic masonry,Nashville,3,3,3,36.1717,36.1525,-86.9526,-85.8904,36.176569,-86.750814,1103 Holly St Nashville TN 37206 US,Gold Club Electric,,t6,3,no,business,no,1.0,1910,225,isolated,recessed,4.0,0.0,e,15.2,12.9,0.2,gable,15.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_steel,3,no,3,single_leaf,3,masonry_block_unreinforced,un,1,un,1,cmu,3,none,3,not_applicable,no,40,,5.0,15.0,5.0,15.0,40.0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,steel_un,3,un,,dimensional_lumber,1,un,1,0.0,0,,no,not_applicable,3,wind,severe,5,5,5,"More than half was completely destroyed, whole thing torn down eventually",5,90,5,90,1,15,80.0,60.0,80.0,80.0,4.0,80.0,80.0,80.0,60.0,80.0,60.0,80.0,80.0,80.0,80.0,80.0,60.0,4.0,90.0,70.0,90.0,90.0,90.0,90.0,90.0,70.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5.0,0.0,not_applicable,not_applicable,3,60,2,yes,,yes,business,not in use,not in use,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,0,no,no,no,no,no value,no value,limited,limited,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,yes,yes,yes,1.4383866500000002,0.8800000000000001,-0.6345302840909091,5.0
visual historic masonry,Nashville,1,3,3,36.1717,36.1525,-86.9526,-85.8904,36.176039,-86.749767,121 S 11th St Nashville TN 37206 US,,,t6,2,no,residential,no,1.5,1900,210,isolated,recessed,5.2,1.0,w,32.8,12.13,0.2,gable-hip_combo,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,1,masonry_block_unreinforced,"stone,masonry_un",3,un,1,brick,3,none,3,vinyl,yes,30,10.0,,15.0,15.0,,30.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,,dimensional_lumber,1,"asphalt,corrugated_steel",3,0.15,0,1990,yes,unknown,1,wind,minor,1,1,1,New parts of the roof,1,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,no value,no value,some,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,1.4383866500000002,0.8800000000000001,-0.6345302840909091,5.0
visual historic masonry,Nashville,2,2,3,36.1717,36.1525,-86.9526,-85.8904,36.175653,-86.749836,127 S 11th St Nashville TN 37206 US,,,t19,2,no,residential,no,2.5,1909,216,isolated,recessed,8.4,0.6,w,15.0,15.2,0.2,hip,30.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,brick,3,none,3,un,yes,50,,20.0,20.0,20.0,20.0,,50.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,,dimensional_lumber,1,asphalt,3,0.45,0,,no,not_applicable,3,"wind, wind-borne debris",moderate,2,2,3,Moderate: Between 15% and 50% roof cover or wall cladding damage OR <5% roof substrate failure.,0,0,5,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,no value,no value,limited,limited,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,1.3667280714285714,0.4744898571428572,-1.880415778871082,14.0
